Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
23,Female,"Below 5,000",Working Professional,Bur Dubai,Weekly,131,"Face Masks, Sunscreens, Serums","Packaging, Price","Oily Skin, Uneven Tone",Often,Macro,Instagram,Full-Length Video,Evening,No,225,Unlikely,Too Many Promotions,6–10,Yes,Yes,TikTok,4,Joshua Beauty
46,Female,"5,000–10,000",Student,Deira,Quarterly,181,"Anti-aging Products, Serums, Moisturizers, Cleansers","Packaging, Social Media Influencers, Product Reviews","Uneven Tone, Oily Skin",Often,Celebrity,Instagram,Full-Length Video,Afternoon,No,295,Neutral,"Too Many Promotions, Not Suitable for My Skin",1–5,Maybe,No,TikTok,5,Patrick Beauty
21,Male,"20,000–35,000",Unemployed,Other,Weekly,112,"Moisturizers, Sunscreens","Friends & Family, Dermatologist Recommendations","Dryness, Oily Skin, Wrinkles",Sometimes,None,Facebook,Static Image Post,Morning,No,209,Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",6–10,Maybe,No,YouTube,5,Allen Beauty
20,Female,"5,000–10,000",Working Professional,Downtown,Monthly,56,"Anti-aging Products, Serums, Cleansers","Packaging, Dermatologist Recommendations",Dryness,Never,None,Snapchat,Story,Evening,Yes,237,Likely,"No Visible Results, Price Too High, Lack of Trust",11–20,Yes,Yes,TikTok,4,Tracy Beauty
39,Male,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,132,"Anti-aging Products, Sunscreens, Serums, Cleansers","Price, Social Media Influencers, Friends & Family",Dark Spots,Rarely,Celebrity,YouTube,Story,Evening,No,253,Very Likely,"Not Suitable for My Skin, No Visible Results",11–20,Yes,Yes,TikTok,3,Wesley Beauty
36,Non-binary,"5,000–10,000",Business Owner,Dubai Marina,Monthly,366,"Anti-aging Products, Moisturizers, Cleansers","Product Reviews, Brand","Uneven Tone, Dark Spots, Wrinkles, Acne",Often,Micro,TikTok,Static Image Post,Afternoon,Yes,174,Very Likely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",11–20,Maybe,No,YouTube,3,Justin Beauty
34,Female,"20,000–35,000",Unemployed,Downtown,Monthly,69,"Sunscreens, Serums","Social Media Influencers, Packaging, Dermatologist Recommendations",Wrinkles,Often,Celebrity,YouTube,Short Reels,Evening,No,305,Very Likely,"Lack of Trust, No Visible Results, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,TikTok,2,Christian Beauty
35,Female,"20,000–35,000",Working Professional,Dubai Marina,Rarely,167,"Face Masks, Sunscreens","Packaging, Dermatologist Recommendations","Acne, Wrinkles, Uneven Tone",Sometimes,Macro,YouTube,Short Reels,Late Night,No,211,Very Likely,No Visible Results,11–20,No,Depends on brand & value,Instagram,3,Brian Beauty
29,Female,"20,000–35,000",Student,Downtown,Monthly,72,"Serums, Face Masks, Anti-aging Products, Moisturizers","Friends & Family, Price",Wrinkles,Often,Macro,TikTok,Static Image Post,Late Night,Yes,232,Neutral,No Visible Results,6–10,Maybe,Depends on brand & value,TikTok,4,Sarah Beauty
22,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,126,"Anti-aging Products, Serums, Cleansers, Moisturizers","Packaging, Price, Social Media Influencers","Wrinkles, Uneven Tone, Oily Skin",Often,Mega,YouTube,Story,Afternoon,No,175,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",More than 20,No,Depends on brand & value,Instagram,4,Cindy Beauty
30,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,60,"Anti-aging Products, Face Masks, Cleansers, Moisturizers","Social Media Influencers, Price, Brand","Dark Spots, Acne, Wrinkles",Rarely,Celebrity,Instagram,Static Image Post,Evening,Yes,57,Likely,"No Visible Results, Price Too High",1–5,Yes,Yes,TikTok,4,Matthew Beauty
24,Male,"10,000–20,000",Working Professional,Bur Dubai,Rarely,109,"Face Masks, Cleansers","Dermatologist Recommendations, Social Media Influencers, Friends & Family",Wrinkles,Often,Mega,YouTube,Short Reels,Afternoon,Yes,235,Neutral,"Not Suitable for My Skin, No Visible Results",1–5,No,Yes,TikTok,2,Ryan Beauty
37,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,191,"Sunscreens, Serums","Price, Brand, Friends & Family",Wrinkles,Sometimes,Macro,TikTok,Short Reels,Evening,Yes,430,Very Likely,"Too Many Promotions, Price Too High",More than 20,No,No,YouTube,3,Jessica Beauty
28,Female,"5,000–10,000",Working Professional,Downtown,Weekly,92,"Moisturizers, Sunscreens, Anti-aging Products, Cleansers","Brand, Friends & Family, Dermatologist Recommendations","Wrinkles, Acne",Sometimes,Mega,Instagram,Story,Afternoon,Yes,308,Likely,No Visible Results,More than 20,Maybe,Yes,YouTube,3,Adam Beauty
23,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,159,"Sunscreens, Serums, Anti-aging Products","Product Reviews, Brand, Price","Wrinkles, Dryness, Acne, Oily Skin",Rarely,Micro,Instagram,Short Reels,Afternoon,Yes,248,Unlikely,"Not Suitable for My Skin, Price Too High, Lack of Trust",6–10,Maybe,No,Instagram,3,Anthony Beauty
27,Female,"5,000–10,000",Working Professional,Downtown,Monthly,208,"Sunscreens, Anti-aging Products","Social Media Influencers, Product Reviews","Oily Skin, Uneven Tone, Wrinkles, Dark Spots",Often,None,TikTok,Static Image Post,Morning,Yes,230,Neutral,"No Visible Results, Too Many Promotions",11–20,Yes,No,TikTok,5,Michael Beauty
33,Female,"20,000–35,000",Business Owner,Dubai Marina,Monthly,311,"Anti-aging Products, Cleansers, Moisturizers, Sunscreens","Packaging, Product Reviews","Dark Spots, Oily Skin",Always,Micro,Facebook,Short Reels,Evening,No,251,Unlikely,Not Suitable for My Skin,6–10,Yes,Yes,TikTok,1,Shannon Beauty
25,Male,"10,000–20,000",Working Professional,Downtown,Monthly,76,"Cleansers, Face Masks","Friends & Family, Product Reviews",Dryness,Sometimes,None,Instagram,Static Image Post,Late Night,No,291,Very Likely,"Too Many Promotions, No Visible Results, Lack of Trust",1–5,No,Depends on brand & value,Instagram,4,Rachel Beauty
23,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,100,"Face Masks, Sunscreens","Brand, Price, Dermatologist Recommendations","Uneven Tone, Wrinkles, Dark Spots",Often,Mega,TikTok,Short Reels,Evening,Yes,161,Likely,Too Many Promotions,11–20,No,Depends on brand & value,YouTube,3,Thomas Beauty
31,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,66,"Anti-aging Products, Sunscreens, Face Masks","Product Reviews, Packaging",Uneven Tone,Sometimes,Macro,Instagram,Short Reels,Morning,Yes,333,Neutral,Too Many Promotions,6–10,Yes,No,YouTube,5,Brandon Beauty
31,Male,"20,000–35,000",Student,Jumeirah,Monthly,539,"Anti-aging Products, Sunscreens, Cleansers, Face Masks","Friends & Family, Dermatologist Recommendations, Packaging","Acne, Wrinkles, Uneven Tone",Rarely,Macro,TikTok,Story,Afternoon,Yes,303,Likely,Not Suitable for My Skin,More than 20,Maybe,No,TikTok,4,Samuel Beauty
25,Male,"10,000–20,000",Student,Downtown,Monthly,311,"Sunscreens, Moisturizers, Cleansers, Serums","Dermatologist Recommendations, Brand, Price",Acne,Rarely,Micro,YouTube,Static Image Post,Evening,No,303,Neutral,"Too Many Promotions, Lack of Trust, Price Too High",1–5,No,Depends on brand & value,TikTok,3,Kevin Beauty
26,Male,"20,000–35,000",Working Professional,Downtown,Monthly,127,"Sunscreens, Anti-aging Products, Serums, Moisturizers","Dermatologist Recommendations, Friends & Family","Oily Skin, Uneven Tone",Sometimes,Macro,Instagram,Short Reels,Evening,Yes,282,Unlikely,Not Suitable for My Skin,6–10,Yes,No,Instagram,4,Timothy Beauty
31,Female,"10,000–20,000",Unemployed,Jumeirah,Quarterly,234,"Moisturizers, Cleansers, Anti-aging Products","Social Media Influencers, Dermatologist Recommendations","Oily Skin, Dryness",Sometimes,Macro,Instagram,Short Reels,Morning,No,251,Very Likely,"Price Too High, Too Many Promotions",1–5,Yes,Depends on brand & value,YouTube,4,Jaime Beauty
18,Prefer not to say,"35,000 and above",Student,Bur Dubai,Monthly,123,"Face Masks, Moisturizers","Social Media Influencers, Friends & Family","Wrinkles, Uneven Tone, Dryness",Often,Macro,Instagram,Story,Evening,No,300,Neutral,"Lack of Trust, Price Too High",6–10,No,Yes,Instagram,5,Heather Beauty
18,Male,"35,000 and above",Unemployed,Downtown,Monthly,147,"Face Masks, Anti-aging Products","Price, Social Media Influencers","Dark Spots, Wrinkles, Dryness",Always,Micro,Instagram,Full-Length Video,Evening,Yes,294,Very Unlikely,Not Suitable for My Skin,1–5,Maybe,Depends on brand & value,YouTube,3,Cory Beauty
24,Female,"10,000–20,000",Student,Other,Monthly,59,"Face Masks, Anti-aging Products, Cleansers, Moisturizers","Social Media Influencers, Price","Dryness, Dark Spots",Sometimes,Mega,TikTok,Story,Afternoon,Yes,223,Very Unlikely,Not Suitable for My Skin,11–20,Yes,No,YouTube,5,Jessica Beauty
28,Male,"5,000–10,000",Working Professional,Other,Monthly,190,"Cleansers, Anti-aging Products, Moisturizers","Product Reviews, Social Media Influencers, Friends & Family","Dryness, Acne, Wrinkles",Always,Macro,Instagram,Static Image Post,Evening,Yes,206,Likely,"Not Suitable for My Skin, Lack of Trust, Too Many Promotions",6–10,Yes,No,Instagram,5,Theresa Beauty
32,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Weekly,63,"Serums, Sunscreens","Price, Brand",Dryness,Often,Mega,Instagram,Short Reels,Late Night,Yes,257,Very Likely,"Price Too High, Lack of Trust",11–20,Yes,No,TikTok,5,Brianna Beauty
41,Female,"10,000–20,000",Working Professional,Other,Quarterly,224,"Anti-aging Products, Sunscreens, Moisturizers","Product Reviews, Dermatologist Recommendations","Acne, Oily Skin, Wrinkles",Rarely,Mega,TikTok,Full-Length Video,Evening,No,366,Very Likely,Too Many Promotions,11–20,No,Yes,Instagram,4,Sally Beauty
36,Non-binary,"35,000 and above",Working Professional,Downtown,Quarterly,202,"Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Product Reviews, Friends & Family","Dark Spots, Dryness",Sometimes,Micro,TikTok,Story,Late Night,No,157,Likely,Lack of Trust,None,No,No,TikTok,4,Erin Beauty
28,Male,"20,000–35,000",Working Professional,Dubai Marina,Monthly,173,"Anti-aging Products, Sunscreens","Product Reviews, Brand","Oily Skin, Dryness",Rarely,Micro,YouTube,Short Reels,Evening,Yes,139,Neutral,"Too Many Promotions, Lack of Trust",6–10,Maybe,Yes,YouTube,4,Eric Beauty
29,Prefer not to say,"20,000–35,000",Working Professional,Other,Monthly,53,"Anti-aging Products, Cleansers","Dermatologist Recommendations, Friends & Family, Price","Oily Skin, Dryness, Wrinkles, Uneven Tone",Sometimes,Macro,Instagram,Story,Late Night,No,262,Likely,"Too Many Promotions, Lack of Trust",1–5,Yes,Depends on brand & value,Instagram,5,Marissa Beauty
21,Male,"5,000–10,000",Working Professional,Other,Weekly,86,"Moisturizers, Anti-aging Products","Social Media Influencers, Brand",Dryness,Sometimes,Macro,YouTube,Story,Morning,No,253,Likely,"No Visible Results, Too Many Promotions",None,Maybe,Depends on brand & value,TikTok,4,Kimberly Beauty
29,Prefer not to say,"5,000–10,000",Working Professional,Deira,Rarely,80,"Moisturizers, Sunscreens, Anti-aging Products, Cleansers","Price, Friends & Family, Packaging","Acne, Uneven Tone, Dark Spots, Dryness",Always,Mega,Instagram,Static Image Post,Morning,Yes,263,Likely,"Lack of Trust, Not Suitable for My Skin, No Visible Results",6–10,No,Yes,YouTube,4,Thomas Beauty
27,Male,"10,000–20,000",Working Professional,Downtown,Rarely,94,"Cleansers, Serums","Friends & Family, Social Media Influencers, Product Reviews","Uneven Tone, Acne",Often,Micro,Facebook,Short Reels,Late Night,No,268,Likely,Not Suitable for My Skin,1–5,Maybe,No,YouTube,4,Bethany Beauty
32,Male,"20,000–35,000",Homemaker,Jumeirah,Monthly,59,"Cleansers, Anti-aging Products, Face Masks, Moisturizers","Product Reviews, Dermatologist Recommendations, Friends & Family","Uneven Tone, Dark Spots, Dryness, Acne",Often,Micro,YouTube,Static Image Post,Late Night,No,233,Very Unlikely,"Lack of Trust, Price Too High",6–10,Yes,Depends on brand & value,Instagram,4,Julian Beauty
23,Male,"10,000–20,000",Student,Dubai Marina,Weekly,326,"Cleansers, Moisturizers, Anti-aging Products","Brand, Dermatologist Recommendations","Wrinkles, Acne, Dark Spots, Uneven Tone",Always,Celebrity,YouTube,Static Image Post,Evening,Yes,361,Very Likely,No Visible Results,1–5,Maybe,Yes,TikTok,5,Tiffany Beauty
34,Female,"5,000–10,000",Homemaker,Jumeirah,Monthly,130,"Anti-aging Products, Face Masks","Product Reviews, Price",Dryness,Never,Micro,Instagram,Story,Afternoon,Yes,129,Neutral,"Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,Depends on brand & value,Instagram,2,Jeremy Beauty
42,Male,"20,000–35,000",Working Professional,Bur Dubai,Monthly,86,"Cleansers, Serums, Anti-aging Products, Moisturizers","Social Media Influencers, Price, Brand","Acne, Uneven Tone",Always,Macro,Instagram,Static Image Post,Morning,No,187,Neutral,"Not Suitable for My Skin, Lack of Trust, No Visible Results",1–5,Yes,No,TikTok,5,Jill Beauty
29,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,100,"Cleansers, Sunscreens","Brand, Friends & Family, Packaging","Dark Spots, Oily Skin, Uneven Tone",Always,Macro,Instagram,Story,Morning,Yes,242,Very Likely,"Not Suitable for My Skin, No Visible Results",1–5,No,No,YouTube,4,Timothy Beauty
33,Female,"5,000–10,000",Student,Downtown,Weekly,109,"Cleansers, Anti-aging Products, Face Masks, Sunscreens","Price, Dermatologist Recommendations","Dryness, Acne",Always,Micro,TikTok,Static Image Post,Late Night,No,126,Neutral,Lack of Trust,11–20,Maybe,Yes,TikTok,5,Lisa Beauty
35,Male,"20,000–35,000",Unemployed,Bur Dubai,Monthly,141,"Face Masks, Moisturizers","Product Reviews, Brand, Price","Uneven Tone, Oily Skin, Acne",Rarely,Macro,Instagram,Short Reels,Evening,Yes,236,Very Likely,"Not Suitable for My Skin, Too Many Promotions, No Visible Results",None,No,No,Instagram,4,Chris Beauty
26,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,122,"Anti-aging Products, Sunscreens","Social Media Influencers, Dermatologist Recommendations","Acne, Dark Spots, Uneven Tone, Dryness",Sometimes,Macro,Instagram,Story,Afternoon,No,374,Likely,Not Suitable for My Skin,6–10,No,No,Instagram,3,David Beauty
31,Male,"35,000 and above",Student,Other,Monthly,301,"Cleansers, Moisturizers","Brand, Product Reviews, Dermatologist Recommendations","Acne, Oily Skin, Wrinkles, Dryness",Rarely,Mega,YouTube,Full-Length Video,Afternoon,Yes,251,Likely,"Too Many Promotions, Lack of Trust, Not Suitable for My Skin",1–5,No,Yes,TikTok,5,Steven Beauty
30,Female,"5,000–10,000",Student,Downtown,Monthly,118,"Sunscreens, Face Masks, Anti-aging Products, Moisturizers","Dermatologist Recommendations, Social Media Influencers, Brand",Uneven Tone,Rarely,Macro,Facebook,Full-Length Video,Late Night,No,267,Neutral,"Lack of Trust, Too Many Promotions, Price Too High",6–10,No,No,TikTok,3,Abigail Beauty
30,Male,"10,000–20,000",Working Professional,Deira,Weekly,534,"Face Masks, Anti-aging Products","Friends & Family, Social Media Influencers","Dryness, Acne, Uneven Tone",Sometimes,Celebrity,Instagram,Full-Length Video,Afternoon,Yes,155,Unlikely,"Not Suitable for My Skin, Too Many Promotions, No Visible Results",6–10,Yes,Yes,YouTube,5,Gordon Beauty
23,Non-binary,"35,000 and above",Unemployed,Dubai Marina,Quarterly,240,"Face Masks, Anti-aging Products","Price, Packaging, Friends & Family","Acne, Oily Skin, Wrinkles, Dark Spots",Often,Micro,Instagram,Static Image Post,Afternoon,Yes,203,Likely,Too Many Promotions,6–10,Yes,Depends on brand & value,YouTube,4,Tara Beauty
30,Female,"5,000–10,000",Working Professional,Other,Monthly,73,"Cleansers, Face Masks","Dermatologist Recommendations, Product Reviews, Packaging","Dryness, Dark Spots",Often,Micro,Instagram,Full-Length Video,Evening,No,221,Likely,"Too Many Promotions, Lack of Trust",6–10,No,No,Instagram,4,John Beauty
33,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,316,"Face Masks, Moisturizers","Dermatologist Recommendations, Packaging, Product Reviews",Dryness,Rarely,Micro,Instagram,Story,Afternoon,Yes,226,Neutral,"Price Too High, No Visible Results, Too Many Promotions",1–5,No,Yes,TikTok,3,Robert Beauty
41,Female,"5,000–10,000",Student,Bur Dubai,Monthly,62,"Moisturizers, Sunscreens, Anti-aging Products, Face Masks","Product Reviews, Packaging","Dryness, Uneven Tone",Always,Macro,YouTube,Story,Afternoon,Yes,346,Likely,"No Visible Results, Too Many Promotions, Price Too High",1–5,No,Depends on brand & value,YouTube,4,James Beauty
37,Female,"Below 5,000",Working Professional,Dubai Marina,Monthly,220,"Anti-aging Products, Cleansers","Product Reviews, Dermatologist Recommendations, Packaging",Acne,Sometimes,Mega,YouTube,Static Image Post,Late Night,Yes,291,Very Likely,"No Visible Results, Too Many Promotions, Price Too High",None,Maybe,Depends on brand & value,TikTok,3,Christine Beauty
47,Male,"Below 5,000",Working Professional,Bur Dubai,Monthly,97,"Face Masks, Serums","Brand, Product Reviews","Dark Spots, Oily Skin",Often,Micro,Instagram,Short Reels,Morning,Yes,166,Very Likely,"Lack of Trust, Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,Depends on brand & value,TikTok,1,William Beauty
23,Male,"10,000–20,000",Student,Deira,Quarterly,260,"Anti-aging Products, Face Masks, Moisturizers","Dermatologist Recommendations, Brand","Wrinkles, Uneven Tone, Dryness",Sometimes,Mega,Instagram,Full-Length Video,Evening,Yes,268,Very Likely,"Lack of Trust, Price Too High",11–20,Yes,Depends on brand & value,YouTube,3,Lisa Beauty
36,Female,"5,000–10,000",Working Professional,Downtown,Rarely,252,"Anti-aging Products, Cleansers, Moisturizers","Friends & Family, Packaging","Dryness, Dark Spots, Wrinkles, Oily Skin",Rarely,Macro,TikTok,Short Reels,Morning,Yes,287,Likely,Too Many Promotions,1–5,No,No,TikTok,1,Ashlee Beauty
31,Male,"35,000 and above",Student,Deira,Quarterly,213,"Serums, Anti-aging Products, Moisturizers","Brand, Dermatologist Recommendations","Oily Skin, Acne",Often,Mega,Instagram,Story,Morning,Yes,335,Very Likely,"Lack of Trust, Not Suitable for My Skin",11–20,Yes,Depends on brand & value,TikTok,5,Kevin Beauty
47,Male,"10,000–20,000",Working Professional,Deira,Monthly,206,"Moisturizers, Serums, Cleansers, Anti-aging Products","Dermatologist Recommendations, Packaging","Acne, Uneven Tone",Sometimes,Mega,Snapchat,Story,Afternoon,Yes,368,Likely,Lack of Trust,11–20,Yes,No,TikTok,5,Adrienne Beauty
23,Female,"Below 5,000",Working Professional,Dubai Marina,Monthly,86,"Serums, Cleansers","Brand, Friends & Family","Oily Skin, Uneven Tone",Sometimes,Micro,TikTok,Story,Evening,No,173,Very Likely,"Lack of Trust, Price Too High, No Visible Results",None,Yes,No,YouTube,3,Victoria Beauty
23,Female,"35,000 and above",Business Owner,Bur Dubai,Quarterly,58,"Moisturizers, Serums, Sunscreens, Face Masks","Brand, Price","Oily Skin, Wrinkles, Dark Spots",Sometimes,Macro,Instagram,Static Image Post,Late Night,No,189,Likely,No Visible Results,6–10,Maybe,Depends on brand & value,YouTube,4,Charles Beauty
